-0.4155218+0.2750193i,-0.4020587+0.5524045i,-0.3647879+0.338497i,-0.07081644+0.2599559i,0.1783079+-0.007306447i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.0398565+0.09144965i
-0.6440921+0.3920502i,-0.4266251+0.5324795i,-0.379661+0.3355373i,-0.06985906+0.2629797i,0.2140006+-0.029873i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.00526947+0.09883728i
-0.8271677+0.5272177i,-0.4412251+0.4722311i,-0.386915+0.3282303i,-0.0761474+0.250817i,0.2473873+-0.04489639i,0+0i,0+0i,0+0i,0+0i,0+0i,0.02903929+0.1029111i
-0.9505681+0.6690755i,-0.446563+0.3765134i,-0.3890134+0.3175086i,-0.08806092+0.2249442i,0.2772299+-0.05260766i,0+0i,0+0i,0+0i,0+0i,0+0i,0.06065878+0.1029906i
-1.006325+0.8041821i,-0.4436447+0.2538937i,-0.3882791+0.3041751i,-0.1030084+0.1881845i,0.302223+-0.05414634i,0+0i,0+0i,0+0i,0+0i,0+0i,0.08748985+0.09870207i
-0.9899021+0.9198921i,-0.4339564+0.1144278i,-0.3870479+0.2891564i,-0.1184883+0.1436714i,0.3208924+-0.05078541i,0+0i,0+0i,0+0i,0+0i,0+0i,0.1079403+0.0898549i
-0.9044884+1.004397i,-0.4189012+-0.03001169i,-0.3869471+0.273029i,-0.1317566+0.09513897i,0.3319201+-0.04425515i,0+0i,0+0i,0+0i,0+0i,0+0i,0.1211278+0.0766618i
-0.7569605+1.047649i,-0.4010645+-0.1670366i,-0.3894908+0.2557933i,-0.1401321+0.04672628i,0.3342005+-0.03644071i,0+0i,0+0i,0+0i,0+0i,0+0i,0.1267055+0.05964299i
-0.5605277+1.043055i,-0.382599+-0.2852344i,-0.3950191+0.2369241i,-0.1412343+0.002317733i,0.32713+-0.02924574i,0+0i,0+0i,0+0i,0+0i,0+0i,0.1251144+0.03968486i
-0.330027+0.9874954i,-0.3661193+-0.3748511i,-0.4030834+0.2155637i,-0.1330207+-0.03486827i,0.3105223+-0.02421384i,0+0i,0+0i,0+0i,0+0i,0+0i,0.1172196+0.01791634i
-0.08371203+0.8824469i,-0.3530774+-0.4294481i,-0.4119569+0.1907635i,-0.114341+-0.06260598i,0.2847885+-0.02258531i,0+0i,0+0i,0+0i,0+0i,0+0i,0.1044665+-0.004366759i
0.1591779+0.7322173i,-0.3450773+-0.4445007i,-0.4194414+0.1617493i,-0.08478152+-0.0790382i,0.2508787+-0.02562715i,0+0i,0+0i,0+0i,0+0i,0+0i,0.08839095+-0.02572167i
0.3799577+0.5451437i,-0.3423127+-0.4198694i,-0.422664+0.1279159i,-0.04514315+-0.08372839i,0.2101958+-0.03388296i,0+0i,0+0i,0+0i,0+0i,0+0i,0.0707637+-0.04480432i
