-0.09592921+0.4598951i,0.0002480889+0.466315i,0.1790598+0.1294501i,0.05682035+0.1932216i,-0.1103746+-0.1021025i,0+0i,0+0i,0+0i,0+0i,0+0i,0.05498669+-0.103203i
-0.2151855+0.5950583i,-0.00142136+0.5823043i,0.1670502+0.02352359i,0.03375518+0.2115724i,-0.1127341+-0.05169743i,0+0i,0+0i,0+0i,0+0i,0+0i,0.06449381+-0.1181604i
-0.3397529+0.7116434i,-0.01406001+0.6788859i,0.1461973+-0.08328371i,0.01272514+0.2192251i,-0.1188798+-0.004255086i,0+0i,0+0i,0+0i,0+0i,0+0i,0.07170047+-0.1309265i
-0.4601845+0.8015303i,-0.04054613+0.7511927i,0.1185566+-0.1818969i,-0.004142204+0.217686i,-0.1291537+0.03776384i,0+0i,0+0i,0+0i,0+0i,0+0i,0.07592286+-0.1412803i
-0.5667339+0.8587868i,-0.08186719+0.7961556i,0.08677641+-0.2640594i,-0.01536499+0.2092258i,-0.1430907+0.07258856i,0+0i,0+0i,0+0i,0+0i,0+0i,0.07672511+-0.1490701i
-0.6505742+0.8793454i,-0.1382205+0.8117565i,0.05328783+-0.3214158i,-0.01951074+0.1965785i,-0.1600667+0.09867787i,0+0i,0+0i,0+0i,0+0i,0+0i,0.07413254+-0.1542072i
-0.7048886+0.8622067i,-0.2075667+0.7980804i,0.02054505+-0.3484371i,-0.01604609+0.1826371i,-0.1787807+0.1155719i,0+0i,0+0i,0+0i,0+0i,0+0i,0.06848747+-0.1566492i
-0.7260131+0.8075532i,-0.2870525+0.7560251i,-0.009884914+-0.3411155i,-0.004733278+0.17004i,-0.1979364+0.1234122i,0+0i,0+0i,0+0i,0+0i,0+0i,0.06044022+-0.1562405i
-0.7132964+0.7187132i,-0.3721006+0.6884591i,-0.03680946+-0.2993282i,0.01362214+0.1608605i,-0.2158189+0.1233346i,0+0i,0+0i,0+0i,0+0i,0+0i,0.05081845+-0.1528673i
-0.6677803+0.600938i,-0.4577298+0.5995537i,-0.05969536+-0.2241341i,0.03786784+0.1568874i,-0.2306476+0.116427i,0+0i,0+0i,0+0i,0+0i,0+0i,0.0406221+-0.1463578i
-0.5932757+0.4619463i,-0.5380459+0.4949217i,-0.07849264+-0.1203797i,0.0659778+0.1589278i,-0.2405695+0.1043503i,0+0i,0+0i,0+0i,0+0i,0+0i,0.03082077+-0.1366557i
-0.4961983+0.3104669i,-0.6067646+0.3815075i,-0.09400261+0.005384602i,0.0958071+0.1672836i,-0.2439477+0.08877958i,0+0i,0+0i,0+0i,0+0i,0+0i,0.02238585+-0.1236553i
-0.3847543+0.1557709i,-0.6579496+0.2663492i,-0.1073158+0.14388i,0.1248377+0.1810896i,-0.2394784+0.07160801i,0+0i,0+0i,0+0i,0+0i,0+0i,0.01602734+-0.1074046i
-0.268162+0.006995142i,-0.686444+0.1571077i,-0.1197814+0.2852024i,0.1507791+0.1990298i,-0.2261787+0.05444304i,0+0i,0+0i,0+0i,0+0i,0+0i,0.01221093+-0.08787689i
-0.1553121+-0.1278357i,-0.6888017+0.0602062i,-0.1325755+0.4187604i,0.1715294+0.2188146i,-0.2037317+0.03872994i,0+0i,0+0i,0+0i,0+0i,0+0i,0.01103806+-0.06526615i
-0.05512319+-0.2406111i,-0.6628309+-0.01677619i,-0.1468591+0.5340624i,0.1855276+0.2379307i,-0.1723211+0.025733i,0+0i,0+0i,0+0i,0+0i,0+0i,0.012446+-0.03982994i
0.02546019+-0.3258349i,-0.6086607+-0.06899635i,-0.1632917+0.6221908i,0.1917534+0.25351i,-0.1329733+0.01623653i,0+0i,0+0i,0+0i,0+0i,0+0i,0.0159872+-0.01207554i
0.07966437+-0.3791555i,-0.5278031+-0.09203315i,-0.1823177+0.6754915i,0.1897667+0.2629356i,-0.08741858+0.01072499i,0+0i,0+0i,0+0i,0+0i,0+0i,0.02082219+0.01748621i
0.1040433+-0.3999049i,-0.4241266+-0.08520292i,-0.2036356+0.6896986i,0.1798167+0.2639829i,-0.03789126+0.009119699i,0+0i,0+0i,0+0i,0+0i,0+0i,0.02590844+0.04813122i
0.0964231+-0.3881531i,-0.3031455+-0.04751448i,-0.2266086+0.6623271i,0.16283+0.2551923i,0.01333219+0.01151567i,0+0i,0+0i,0+0i,0+0i,0+0i,0.03016479+0.07908657i
0.05869313+-0.3474439i,-0.171865+0.0181973i,-0.2498488+0.5949701i,0.1403277+0.2358002i,0.06384174+0.017487i,0+0i,0+0i,0+0i,0+0i,0+0i,0.03260548+0.1094151i
-0.006041461+-0.2818153i,-0.03790196+0.1085177i,-0.271796+0.4908426i,0.1142626+0.2055066i,0.1107834+0.0267207i,0+0i,0+0i,0+0i,0+0i,0+0i,0.0321822+0.1381498i
-0.09127256+-0.1977806i,0.09115115+0.2166905i,-0.290571+0.3568695i,0.0867926+0.1649022i,0.1516098+0.03846332i,0+0i,0+0i,0+0i,0+0i,0+0i,0.0281312+0.1643045i
-0.1896744+-0.1015699i,0.2075886+0.3361008i,-0.3048163+0.2014786i,0.06022144+0.1157014i,0.1840949+0.05247204i,0+0i,0+0i,0+0i,0+0i,0+0i,0.01970191+0.1869987i
-0.2920789+-0.00059842i,0.3052121+0.4580499i,-0.3132145+0.03516702i,0.03653676+0.06044339i,0.2068468+0.06814592i,0+0i,0+0i,0+0i,0+0i,0+0i,0.00668043+0.2054818i
-0.3888333+0.09806462i,0.3787408+0.5738506i,-0.3149429+-0.131655i,0.01746862+0.002253035i,0.2187168+0.08519972i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.01088997+0.2191722i
-0.4705967+0.1876618i,0.4254554+0.6745998i,-0.3094252+-0.2886747i,0.004027738+-0.05548189i,0.2195427+0.1030367i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.03235534+0.2276761i
-0.5284171+0.2626621i,0.4435146+0.7528673i,-0.2969737+-0.4259698i,-0.003174668+-0.1086958i,0.2095774+0.1215094i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.05702276+0.2307829i
-0.5556428+0.3190274i,0.4341321+0.8027556i,-0.2782858+-0.5357047i,-0.004372852+-0.1538627i,0.1900467+0.1402082i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.08370297+0.228533i
-0.5460118+0.3535202i,0.4001718+0.8198679i,-0.2549421+-0.6116678i,-0.0002732137+-0.1875551i,0.1626139+0.1589562i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.1110785+0.2213059i
-0.4968422+0.3650453i,0.3468444+0.8023341i,-0.2285544+-0.6510626i,0.007736521+-0.2075815i,0.1296203+0.1772539i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.1375777+0.2097046i
-0.4059069+0.3535727i,0.2795462+0.7505918i,-0.2010833+-0.6521489i,0.01797922+-0.211662i,0.09374046+0.194592i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.1618112+0.1946268i
-0.2753887+0.3214737i,0.2046713+0.6678914i,-0.1741019+-0.6170099i,0.02847604+-0.1992023i,0.05775009+0.2102164i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.1824368+0.1769744i
-0.1080662+0.2717576i,0.1288465+0.5596895i,-0.1494171+-0.5491794i,0.03711072+-0.1700829i,0.02442495+0.2234684i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.1983048+0.1578171i
0.08889132+0.2091575i,0.05858293+0.4334482i,-0.128231+-0.4552422i,0.04196328+-0.125996i,-0.003908658+0.2335203i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.2085058+0.1380416i
0.307765+0.1384642i,5.863551e-05+0.2985653i,-0.1118712+-0.3415224i,0.0412218+-0.06884655i,-0.02487011+0.2393634i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.2123886+0.1187383i
0.5379356+0.06483507i,-0.04219703+0.16469i,-0.1006894+-0.2159078i,0.03378092+-0.001960573i,-0.03705104+0.2399898i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.2097135+0.1006866i
0.7692809+-0.007717522i,-0.06490697+0.04251124i,-0.09449686+-0.0858596i,0.01883213+0.07121152i,-0.03944188+0.2345641i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.2005758+0.08485333i
0.9907089+-0.07546518i,-0.06746962+-0.05922792i,-0.09216779+0.04099298i,-0.003480562+0.1463466i,-0.0322708+0.2225578i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.1855101+0.07168267i
1.19164+-0.135034i,-0.05054919+-0.1317945i,-0.09282754+0.1583351i,-0.03281725+0.218944i,-0.01593295+0.2037483i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.1652961+0.06159557i
1.361964+-0.1836844i,-0.0171831+-0.1701296i,-0.09493794+0.2610666i,-0.06792474+0.2845605i,0.008083946+0.1783543i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.1409976+0.05443499i
1.491763+-0.2194726i,0.02913437+-0.169456i,-0.09658987+0.3455891i,-0.1075397+0.3393218i,0.03811672+0.1470659i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.1137953+0.05021561i
1.573532+-0.241979i,0.0833019+-0.1298581i,-0.09578864+0.4102553i,-0.1496318+0.3801982i,0.07170328+0.1109868i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.0849565+0.04846735i
1.601115+-0.2523656i,0.1398885+-0.05284213i,-0.0916004+0.4546274i,-0.1921578+0.4043835i,0.1063021+0.07173747i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.05585596+0.04883749i
1.572444+-0.2529308i,0.1928907+0.05530138i,-0.0833763+0.4801686i,-0.2327282+0.4104394i,0.1390924+0.03116324i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.02770834+0.05056575i
1.486985+-0.2455952i,0.236767+0.1878564i,-0.07051843+0.489002i,-0.2695605+0.3976161i,0.1673694+-0.008399568i,0+0i,0+0i,0+0i,0+0i,0+0i,-0.00163676+0.05305729i
1.348268+-0.232725i,0.2669152+0.3346924i,-0.05283489+0.4843674i,-0.3008887+0.3668987i,0.1887581+-0.04477939i,0+0i,0+0i,0+0i,0+0i,0+0i,0.02157661+0.05549147i
1.160633+-0.2172798i,0.2800711+0.4853943i,-0.03119488+0.4689446i,-0.3253384+0.3198803i,0.2011856+-0.07563777i,0+0i,0+0i,0+0i,0+0i,0+0i,0.04110369+0.05732454i
0.9319709+-0.2021188i,0.2747843+0.6282432i,-0.006943207+0.4457656i,-0.3417914+0.2595416i,0.2033337+-0.09924927i,0+0i,0+0i,0+0i,0+0i,0+0i,0.05655506+0.05799004i
0.6719765+-0.1891025i,0.2505995+0.7526921i,0.01839726+0.4173089i,-0.3498887+0.1890444i,0.1941031+-0.1139045i,0+0i,0+0i,0+0i,0+0i,0+0i,0.06762894+0.05724018i
0.3926863+-0.1793369i,0.2089218+0.8493981i,0.04317606+0.3857913i,-0.3497339+0.1122691i,0.1734571+-0.1188862i,0+0i,0+0i,0+0i,0+0i,0+0i,0.0744806+0.05489004i
0.1071409+-0.1733492i,0.1520213+0.9111299i,0.06543184+0.3521458i,-0.3421881+0.033099i,0.1418759+-0.1139092i,0+0i,0+0i,0+0i,0+0i,0+0i,0.07715433+0.05102579i
-0.1716752+-0.1708648i,0.08370244+0.9335459i,0.08343128+0.3167161i,-0.3283117+-0.04448486i,0.1009156+-0.0997906i,0+0i,0+0i,0+0i,0+0i,0+0i,0.07610465+0.04579382i
-0.4301724+-0.1709615i,0.008225333+0.9146639i,0.09578037+0.279224i,-0.3095343+-0.1164986i,0.05238108+-0.07772278i,0+0i,0+0i,0+0i,0+0i,0+0i,0.07182154+0.03951922i
-0.6571308+-0.1718707i,-0.06939946+0.8560245i,0.1017247+0.2389967i,-0.2871654+-0.1796443i,-0.001175812+-0.04977168i,0+0i,0+0i,0+0i,0+0i,0+0i,0.06506072+0.03257743i
-0.841234+-0.1708794i,-0.1444546+0.7615852i,0.1009169+0.1949731i,-0.2630062+-0.2311005i,-0.05690124+-0.01845722i,0+0i,0+0i,0+0i,0+0i,0+0i,0.05637432+0.02558712i
-0.9752789+-0.1652382i,-0.2123668+0.6382973i,0.09382138+0.1461674i,-0.2385364+-0.2692477i,-0.1116807+0.01334044i,0+0i,0+0i,0+0i,0+0i,0+0i,0.04640797+0.01907557i
-1.052009+-0.1529097i,-0.2688907+0.4946316i,0.08153543+0.09218349i,-0.2156343+-0.2925017i,-0.1622784+0.04268286i,0+0i,0+0i,0+0i,0+0i,0+0i,0.03573465+0.01343826i
-1.069688+-0.1325076i,-0.3109606+0.3404713i,0.06569152+0.03311999i,-0.1954844+-0.3006433i,-0.2057995+0.06691214i,0+0i,0+0i,0+0i,0+0i,0+0i,0.02495721+0.008921207i
